applicant_id,age,gender,race,annual_income,credit_score,debt_to_income,employment_years,loan_amount_requested,previous_defaults,zip_code_risk,ai_risk_score,loan_approved
A00597,31,Male,White,52145.0,626.0,0.579,7.9,6997.0,1,Low,0.4907,1
A00598,37,Female,Asian,15000.0,605.0,0.303,6.9,23098.0,1,Low,0.5075,0
A00599,51,Female,White,75996.0,587.0,0.404,11.7,1000.0,0,Low,0.3656,1
A00600,38,Female,Asian,99233.0,755.0,0.436,5.9,27097.0,0,Low,0.3652,1
A00601,39,Male,White,59500.0,742.0,0.338,6.5,23208.0,0,Low,0.2605,1
A00602,58,Male,White,70486.0,665.0,0.21,9.4,1000.0,0,Medium,0.1891,1
A00603,49,Non-binary,White,63091.0,631.0,0.251,4.7,8352.0,1,Low,0.3456,1
A00604,35,Female,Hispanic,69270.0,745.0,0.193,10.4,1000.0,1,Low,0.3808,1
A00605,27,Male,Black,41513.0,832.0,0.123,9.6,7747.0,0,Medium,0.2106,1
A00606,57,Male,White,36343.0,769.0,0.325,17.4,19337.0,0,Low,0.2326,1
A00607,57,Male,Hispanic,28664.0,690.0,0.683,5.5,35423.0,0,Low,0.5106,0
A00608,27,Female,Asian,58006.0,763.0,0.387,8.4,23169.0,1,Medium,0.4131,1
A00609,42,Female,Black,71132.0,767.0,0.307,7.9,14201.0,0,Low,0.3356,1
A00610,32,Male,White,70810.0,694.0,0.406,9.2,25174.0,0,Medium,0.3481,1
A00611,28,Male,White,44514.0,694.0,0.226,5.7,24199.0,2,High,0.5058,0
A00612,38,Male,Hispanic,50148.0,632.0,0.101,7.9,32466.0,2,Medium,0.5174,0
A00613,48,Male,Black,50047.0,755.0,0.247,6.6,26376.0,0,Medium,0.3883,1
A00614,38,Female,Asian,42403.0,665.0,0.18,9.4,18056.0,0,Low,0.3534,1
A00615,51,Female,Black,15000.0,592.0,0.073,0.0,2937.0,0,High,0.4876,1
A00616,37,Male,White,50132.0,595.0,0.267,5.0,31497.0,0,Low,0.367,1
A00617,43,Female,White,47531.0,676.0,0.423,14.5,16759.0,0,High,0.4597,1
A00618,31,Male,Hispanic,53813.0,595.0,0.409,12.2,9114.0,0,Medium,0.3984,1
A00619,35,Female,White,41684.0,850.0,0.391,7.2,1000.0,0,Medium,0.1883,1
A00620,50,Female,Other,62263.0,724.0,0.6,8.4,6505.0,0,High,0.4027,1
A00621,51,Male,White,122710.0,636.0,0.267,8.1,22024.0,1,Medium,0.3453,1
A00622,26,Female,Black,74577.0,697.0,0.415,8.5,14106.0,0,Low,0.3198,1
A00623,32,Male,White,43127.0,746.0,0.292,2.5,27918.0,0,Medium,0.3526,1
A00624,43,Male,White,49443.0,700.0,0.563,3.3,34195.0,1,High,0.5055,0
A00625,59,Male,Black,52157.0,594.0,0.229,3.4,1000.0,2,Medium,0.5148,0
A00626,60,Male,Black,57895.0,670.0,0.462,4.2,7822.0,0,High,0.458,1
A00627,56,Female,White,54874.0,658.0,0.387,12.3,19387.0,0,Medium,0.351,1
A00628,55,Male,White,43694.0,639.0,0.533,1.3,32803.0,0,High,0.4821,1
A00629,23,Female,Black,42403.0,605.0,0.351,13.9,9622.0,0,Medium,0.3984,1
A00630,62,Female,Hispanic,71132.0,759.0,0.315,7.6,20255.0,1,Low,0.4342,1
A00631,48,Male,White,48438.0,722.0,0.296,1.3,7096.0,0,Medium,0.2879,1
A00632,35,Male,Black,69301.0,722.0,0.327,3.7,17159.0,0,Low,0.4483,1
A00633,33,Male,White,49551.0,513.0,0.07,7.8,19379.0,1,Medium,0.4362,1
A00634,39,Male,Hispanic,15000.0,644.0,0.272,0.8,14750.0,2,Medium,0.5575,0
A00635,60,Male,Hispanic,28577.0,792.0,0.263,4.6,34377.0,0,Low,0.2944,1
A00636,38,Female,White,15000.0,715.0,0.179,1.5,29902.0,1,Medium,0.4612,1
A00637,51,Male,Hispanic,60171.0,575.0,0.266,8.5,14808.0,0,Low,0.4801,1
A00638,57,Female,White,15000.0,830.0,0.215,1.5,15393.0,0,Low,0.2632,1
A00639,41,Male,White,42519.0,462.0,0.273,0.0,25971.0,1,Medium,0.55,0
A00640,59,Male,Black,45777.0,691.0,0.444,11.9,18476.0,0,Medium,0.3923,1
A00641,25,Male,Black,48833.0,834.0,0.444,4.8,18126.0,0,Medium,0.3481,1
A00642,37,Male,Hispanic,77012.0,539.0,0.587,4.4,11130.0,0,Low,0.6298,0
A00643,39,Male,White,81354.0,637.0,0.396,7.9,23988.0,1,Medium,0.4393,1
A00644,24,Female,Hispanic,36425.0,553.0,0.122,5.9,11602.0,2,Low,0.582,0
A00645,46,Female,White,54520.0,807.0,0.301,2.7,11599.0,0,Low,0.2396,1
A00646,44,Male,White,44464.0,606.0,0.254,3.6,20892.0,0,Medium,0.3653,1
A00647,59,Female,Black,65548.0,769.0,0.203,8.9,19405.0,0,Low,0.3272,1
A00648,58,Male,Black,52921.0,805.0,0.511,2.1,18338.0,0,Low,0.3966,1
A00649,66,Male,Other,66325.0,564.0,0.418,5.9,1000.0,0,Medium,0.3772,1
A00650,39,Female,Black,26666.0,545.0,0.361,12.7,20380.0,0,Medium,0.4602,1
A00651,50,Female,White,60703.0,723.0,0.127,4.8,1000.0,0,Medium,0.2318,1
A00652,46,Female,Asian,19924.0,750.0,0.338,10.9,28223.0,0,Medium,0.3028,1
A00653,31,Male,White,35479.0,674.0,0.699,2.0,12465.0,0,Low,0.4454,1
A00654,59,Non-binary,White,57531.0,682.0,0.224,6.7,19590.0,0,Medium,0.3121,1
A00655,23,Female,Black,15000.0,813.0,0.317,11.0,12190.0,2,Medium,0.4836,1
A00656,42,Female,Asian,15000.0,658.0,0.558,3.7,21078.0,0,High,0.5053,0
A00657,37,Non-binary,Hispanic,26075.0,804.0,0.284,13.7,5950.0,0,Medium,0.2446,1
A00658,31,Female,Hispanic,31524.0,628.0,0.281,5.8,36510.0,1,Medium,0.5378,0
A00659,67,Female,Hispanic,34128.0,850.0,0.316,1.3,11133.0,0,Medium,0.2831,1
A00660,59,Female,Hispanic,41894.0,600.0,0.402,10.0,26761.0,0,Medium,0.4461,1
A00661,67,Male,Hispanic,62666.0,787.0,0.21,12.3,6853.0,0,Medium,0.1979,1
A00662,47,Female,White,103992.0,593.0,0.488,1.0,14074.0,0,Medium,0.5231,0
A00663,69,Male,White,39297.0,751.0,0.291,7.8,10500.0,0,Low,0.291,1
A00664,63,Non-binary,White,64534.0,679.0,0.381,3.3,12028.0,0,Low,0.324,1
A00665,49,Female,Asian,86132.0,705.0,0.287,1.9,22231.0,2,Low,0.5285,0
A00666,32,Female,Hispanic,81663.0,740.0,0.15,2.5,22674.0,0,High,0.4579,1
A00667,33,Male,Black,35366.0,702.0,0.05,6.8,22076.0,0,High,0.3679,1
A00668,31,Female,White,76828.0,694.0,0.384,11.2,9277.0,0,Medium,0.3225,1
A00669,51,Male,White,87266.0,513.0,0.078,5.8,19296.0,0,Low,0.3492,1
A00670,31,Female,Hispanic,93273.0,804.0,0.465,7.7,9536.0,0,Low,0.3068,1
A00671,61,Female,White,94213.0,818.0,0.369,3.8,32663.0,0,Low,0.3533,1
A00672,63,Male,Hispanic,27494.0,670.0,0.654,5.5,8745.0,0,Low,0.4368,1
A00673,56,Male,White,60992.0,730.0,0.262,2.5,13280.0,0,Low,0.2923,1
A00674,22,Female,Black,37741.0,803.0,0.61,0.0,18581.0,1,High,0.6272,0
A00675,43,Male,Black,22341.0,734.0,0.306,4.0,7786.0,0,Medium,0.3325,1
A00676,56,Male,Hispanic,66965.0,632.0,0.489,10.5,24336.0,0,Low,0.4582,1
A00677,34,Male,White,60027.0,572.0,0.432,0.0,29141.0,0,Low,0.4349,1
A00678,57,Male,Black,59272.0,737.0,0.075,10.4,9168.0,1,Medium,0.3304,1
A00679,69,Female,Black,43129.0,693.0,0.829,7.3,11213.0,1,Low,0.5563,0
A00680,47,Female,Asian,116227.0,680.0,0.593,5.4,29940.0,2,Medium,0.5642,0
A00681,32,Female,Black,92722.0,611.0,0.41,3.9,19447.0,2,Low,0.7322,0
A00682,49,Male,White,44536.0,649.0,0.549,7.9,15796.0,2,High,0.537,0
A00683,26,Female,Hispanic,54411.0,710.0,0.391,11.6,10379.0,1,Medium,0.4158,1
A00684,64,Female,Black,67382.0,654.0,0.483,7.0,14309.0,0,Medium,0.3913,1
A00685,67,Female,Hispanic,80683.0,683.0,0.373,5.2,16535.0,0,High,0.4649,1
A00686,43,Male,White,67055.0,677.0,0.194,16.8,24395.0,1,Low,0.3284,1
A00687,30,Male,White,57868.0,739.0,0.335,6.3,17973.0,1,Medium,0.3987,1
A00688,54,Female,Asian,19564.0,551.0,0.271,0.0,8898.0,1,Low,0.5061,0
A00689,64,Male,Asian,104074.0,648.0,0.445,7.3,12772.0,0,Medium,0.3084,1
A00690,32,Female,White,39222.0,581.0,0.192,3.6,6820.0,1,Low,0.4492,1
A00691,52,Female,White,81531.0,694.0,0.372,4.6,16676.0,1,Medium,0.4575,1
A00692,46,Male,White,55785.0,607.0,0.139,11.1,40542.0,0,Low,0.3833,1
A00693,27,Female,White,86254.0,765.0,0.466,9.5,42770.0,0,Low,0.3445,1
A00694,52,Male,White,22475.0,643.0,0.167,0.0,21273.0,1,High,0.4522,1
A00695,53,Male,White,39119.0,628.0,0.441,0.0,1472.0,0,High,0.4269,1
A00696,38,Male,Hispanic,51493.0,605.0,0.368,6.6,27261.0,0,Low,0.4613,1
A00697,55,Male,White,32082.0,703.0,0.506,9.9,24673.0,0,Low,0.3734,1
A00698,40,Male,Black,41582.0,566.0,0.327,0.0,44870.0,0,Low,0.5093,0
A00699,51,Male,Hispanic,87279.0,672.0,0.472,9.9,18746.0,1,Low,0.4395,1
A00700,25,Male,Hispanic,68813.0,670.0,0.372,15.9,13748.0,0,Low,0.251,1
A00701,52,Male,Black,91192.0,633.0,0.414,10.7,8015.0,0,Medium,0.3202,1
A00702,67,Female,Black,56635.0,700.0,0.081,2.8,26224.0,0,Low,0.3625,1
A00703,62,Male,Hispanic,51029.0,638.0,0.253,8.6,16121.0,1,Low,0.4082,1
A00704,39,Male,Hispanic,22306.0,706.0,0.326,6.9,15439.0,1,Medium,0.407,1
A00705,21,Male,White,81192.0,631.0,0.556,13.1,12967.0,0,Medium,0.3714,1
A00706,27,Male,White,50970.0,613.0,0.402,10.5,40001.0,1,Medium,0.4753,1
A00707,42,Non-binary,Asian,59866.0,703.0,0.092,2.4,13877.0,0,Low,0.2871,1
A00708,54,Female,Black,41017.0,753.0,0.416,8.3,25004.0,0,Medium,0.4465,1
A00709,30,Female,Other,126146.0,850.0,0.218,2.7,22622.0,0,High,0.3324,1
A00710,67,Male,White,58076.0,649.0,0.231,10.2,1000.0,1,Medium,0.342,1
A00711,62,Female,White,37126.0,750.0,0.341,5.0,40132.0,0,Medium,0.3905,1
A00712,46,Non-binary,Black,26018.0,640.0,0.392,5.8,1000.0,2,Low,0.4792,1
A00713,52,Male,White,68208.0,748.0,0.233,6.7,8989.0,0,Low,0.2346,1
A00714,62,Female,Black,36166.0,797.0,0.088,3.8,12920.0,0,Medium,0.3422,1
A00715,47,Female,Hispanic,43721.0,692.0,0.323,6.4,10748.0,0,High,0.4475,1
A00716,32,Non-binary,Hispanic,16804.0,744.0,0.316,7.8,15710.0,1,Medium,0.4052,1
A00717,60,Male,White,56677.0,720.0,0.565,4.9,10280.0,0,Medium,0.3325,1
A00718,43,Female,Hispanic,56407.0,681.0,0.356,6.9,31566.0,0,Medium,0.4677,1
A00719,34,Male,Black,101448.0,642.0,0.527,3.0,23909.0,1,Medium,0.5981,0
A00720,54,Female,Black,41603.0,648.0,0.667,1.1,11793.0,0,High,0.5145,0
A00721,37,Female,Hispanic,15000.0,561.0,0.184,5.9,9633.0,1,Low,0.4978,1
A00722,26,Female,Black,49442.0,773.0,0.571,10.1,12351.0,0,High,0.3749,1
A00723,47,Female,Black,87573.0,848.0,0.49,9.9,8948.0,0,Medium,0.1681,1
A00724,28,Female,Black,70262.0,553.0,0.05,9.7,6011.0,0,Low,0.4451,1
A00725,53,Female,Hispanic,82157.0,773.0,0.322,10.0,27354.0,0,Low,0.3864,1
A00726,55,Female,White,66301.0,676.0,0.456,6.7,14098.0,0,Medium,0.3646,1
A00727,67,Male,Black,44030.0,622.0,0.401,3.8,21951.0,0,Low,0.4398,1
A00728,37,Male,Black,26893.0,693.0,0.599,5.0,18650.0,0,Medium,0.4427,1
A00729,46,Male,White,30433.0,608.0,0.439,5.5,32496.0,0,Low,0.5372,0
A00730,27,Male,Asian,39947.0,701.0,0.136,3.4,26953.0,0,Medium,0.2638,1
A00731,66,Non-binary,White,70851.0,654.0,0.469,8.4,21617.0,1,Medium,0.3881,1
A00732,44,Male,White,52989.0,649.0,0.179,3.6,40954.0,0,Medium,0.3965,1
A00733,45,Female,Black,15000.0,786.0,0.267,0.0,10949.0,0,High,0.4608,1
A00734,55,Male,White,63004.0,523.0,0.515,10.2,16123.0,0,Medium,0.4557,1
A00735,46,Male,Hispanic,85567.0,629.0,0.498,8.0,24531.0,0,High,0.5092,0
A00736,25,Male,Black,15549.0,502.0,0.356,0.0,26443.0,0,Medium,0.5497,0
A00737,67,Male,White,68743.0,692.0,0.241,3.4,9213.0,0,Medium,0.239,1
A00738,58,Male,Other,15000.0,635.0,0.32,5.6,17661.0,0,Medium,0.4303,1
A00739,55,Female,White,33106.0,615.0,0.333,6.0,18222.0,0,Medium,0.4875,1
A00740,50,Female,Black,22907.0,705.0,0.265,14.4,41306.0,0,Low,0.3908,1
A00741,45,Female,Hispanic,72117.0,735.0,0.52,2.2,24623.0,0,Medium,0.5086,0
A00742,44,Female,Black,96615.0,786.0,0.288,1.9,28807.0,1,Medium,0.4915,1
A00743,50,Female,Other,81553.0,850.0,0.311,11.1,14115.0,0,Medium,0.1525,1
A00744,40,Female,Asian,80706.0,629.0,0.315,5.3,10495.0,0,Low,0.3199,1
A00745,23,Male,Asian,31715.0,619.0,0.455,10.7,13762.0,0,Low,0.3908,1
A00746,52,Male,White,69572.0,680.0,0.388,4.9,23478.0,0,Low,0.4068,1
A00747,28,Male,Black,60988.0,688.0,0.383,10.9,32752.0,1,High,0.5558,0
A00748,67,Male,Asian,25614.0,836.0,0.209,4.9,3775.0,2,Low,0.3435,1
A00749,43,Female,Asian,81901.0,727.0,0.385,5.5,37809.0,1,High,0.4885,1
A00750,66,Non-binary,Asian,65843.0,595.0,0.462,1.9,26863.0,0,High,0.4605,1
A00751,36,Female,Asian,49529.0,590.0,0.298,12.9,28010.0,2,Medium,0.5838,0
A00752,55,Female,Hispanic,75531.0,741.0,0.372,3.0,27342.0,0,Medium,0.422,1
A00753,45,Male,White,58699.0,661.0,0.488,0.9,13938.0,0,High,0.4448,1
A00754,35,Male,White,85030.0,807.0,0.23,12.5,16722.0,0,Low,0.2424,1
A00755,28,Female,White,102201.0,726.0,0.232,8.6,24805.0,0,Low,0.3865,1
A00756,54,Male,White,48021.0,586.0,0.332,12.3,15501.0,0,High,0.4353,1
A00757,45,Female,White,47746.0,574.0,0.467,3.1,20341.0,0,Low,0.4444,1
A00758,69,Male,White,42731.0,711.0,0.05,8.4,11363.0,0,Low,0.2299,1
A00759,64,Female,White,55435.0,649.0,0.321,11.6,25728.0,0,Low,0.3554,1
A00760,39,Female,Other,88775.0,783.0,0.244,1.4,16591.0,0,Medium,0.3,1
A00761,63,Female,White,28476.0,711.0,0.404,7.3,13952.0,1,Medium,0.3758,1
A00762,33,Female,White,20739.0,709.0,0.335,4.2,9744.0,0,Low,0.3941,1
A00763,66,Male,Hispanic,60899.0,569.0,0.521,4.4,11349.0,1,Medium,0.5384,0
A00764,32,Male,Hispanic,54064.0,637.0,0.447,2.7,4797.0,1,Medium,0.5596,0
A00765,35,Male,White,59826.0,676.0,0.316,7.7,22231.0,0,High,0.382,1
A00766,43,Male,White,15000.0,511.0,0.197,5.0,12019.0,0,Low,0.3835,1
A00767,60,Male,White,93533.0,736.0,0.402,2.3,17576.0,0,Low,0.2976,1
A00768,22,Female,White,60133.0,757.0,0.305,11.7,30151.0,0,Low,0.2818,1
A00769,60,Male,White,116172.0,632.0,0.319,6.2,16801.0,1,High,0.4967,1
A00770,43,Female,Hispanic,65338.0,794.0,0.176,0.0,16423.0,0,Low,0.3394,1
A00771,25,Female,Hispanic,44964.0,790.0,0.373,3.3,17493.0,1,Low,0.4762,1
A00772,54,Female,Hispanic,61374.0,727.0,0.274,0.1,20927.0,0,Low,0.3809,1
A00773,30,Female,White,91989.0,675.0,0.289,3.5,13323.0,1,Medium,0.4509,1
A00774,47,Female,White,36988.0,770.0,0.05,7.4,26521.0,0,Medium,0.3121,1
A00775,62,Female,White,69612.0,546.0,0.355,8.5,19301.0,1,Medium,0.5784,0
A00776,24,Female,White,65944.0,687.0,0.207,9.4,12571.0,1,Medium,0.3576,1
A00777,24,Female,Hispanic,69852.0,604.0,0.427,3.5,14570.0,0,Medium,0.478,1
A00778,28,Male,Asian,32276.0,620.0,0.361,4.6,29430.0,0,Low,0.3759,1
A00779,26,Male,White,70939.0,720.0,0.13,7.8,11426.0,0,Medium,0.2066,1
A00780,45,Female,Other,69058.0,608.0,0.334,9.5,22200.0,1,Medium,0.5068,0
A00781,47,Male,Asian,94169.0,542.0,0.382,5.4,22780.0,0,Low,0.3932,1
A00782,67,Non-binary,White,99324.0,850.0,0.663,8.6,7250.0,0,Medium,0.3396,1
A00783,60,Female,White,64324.0,626.0,0.44,3.8,3533.0,0,Low,0.4175,1
A00784,40,Male,White,60729.0,604.0,0.156,0.0,14771.0,0,Medium,0.3583,1
A00785,47,Male,Black,30985.0,787.0,0.641,9.6,26055.0,0,Low,0.4697,1
A00786,27,Male,White,50082.0,626.0,0.309,8.3,3293.0,0,Medium,0.2665,1
A00787,43,Male,White,43606.0,566.0,0.308,5.6,9275.0,0,Low,0.3507,1
A00788,40,Male,Asian,79392.0,598.0,0.641,6.7,24725.0,0,Low,0.4013,1
A00789,69,Non-binary,White,62683.0,641.0,0.256,10.6,7314.0,0,High,0.354,1
A00790,54,Male,White,30451.0,584.0,0.326,6.0,28229.0,0,Medium,0.3818,1
A00791,49,Female,Hispanic,33958.0,605.0,0.105,0.0,44509.0,0,Medium,0.4483,1
A00792,64,Male,Asian,118798.0,640.0,0.344,0.0,9846.0,0,High,0.3835,1
A00793,25,Female,White,44284.0,767.0,0.327,11.4,32726.0,1,Medium,0.4008,1
A00794,47,Female,White,71928.0,850.0,0.29,8.4,21279.0,0,Medium,0.2712,1
A00795,32,Female,Hispanic,55554.0,780.0,0.374,10.5,10081.0,0,Low,0.2705,1
A00796,37,Female,Hispanic,48766.0,660.0,0.227,11.9,33926.0,0,Low,0.4027,1
A00797,57,Female,Other,84311.0,553.0,0.57,11.7,22068.0,0,Low,0.4593,1
A00798,54,Male,White,43633.0,743.0,0.353,0.4,29901.0,0,Medium,0.3165,1
A00799,50,Male,Hispanic,47451.0,588.0,0.235,5.2,41457.0,2,Medium,0.6799,0
A00800,56,Male,White,89371.0,647.0,0.141,2.5,16925.0,0,Low,0.3245,1
A00801,26,Male,Asian,45382.0,825.0,0.357,6.7,23526.0,0,Medium,0.2546,1
A00802,52,Male,White,19849.0,833.0,0.488,0.6,6846.0,1,Low,0.3706,1
A00803,52,Female,White,26804.0,696.0,0.403,6.2,13348.0,0,High,0.4259,1
A00804,29,Male,White,67862.0,790.0,0.648,0.0,17185.0,0,Medium,0.3492,1
A00805,42,Male,White,37471.0,787.0,0.651,4.6,20116.0,0,High,0.428,1
A00806,30,Non-binary,White,83248.0,739.0,0.158,11.8,1000.0,0,Low,0.1719,1
A00807,49,Non-binary,White,55523.0,656.0,0.126,3.3,33487.0,1,Low,0.4019,1
A00808,31,Non-binary,White,74058.0,630.0,0.235,3.2,24341.0,0,Medium,0.3268,1
A00809,48,Female,White,63846.0,684.0,0.456,6.5,23167.0,0,High,0.5143,0
A00810,22,Male,Hispanic,81494.0,565.0,0.409,6.7,38487.0,0,Medium,0.524,0
A00811,41,Female,White,102094.0,637.0,0.502,7.3,34211.0,0,High,0.5229,0
A00812,51,Male,Hispanic,69118.0,734.0,0.195,2.8,16486.0,1,Low,0.467,1
A00813,61,Male,Hispanic,67899.0,623.0,0.084,3.6,12303.0,0,Medium,0.3173,1
A00814,37,Male,White,82804.0,819.0,0.261,6.3,24230.0,1,Medium,0.3075,1
A00815,47,Female,White,40902.0,702.0,0.438,9.9,33516.0,0,Medium,0.3257,1
A00816,50,Male,Asian,68538.0,750.0,0.374,3.1,16514.0,1,Medium,0.3226,1
A00817,61,Female,White,31952.0,661.0,0.537,5.2,26893.0,0,Medium,0.4872,1
A00818,28,Male,White,36027.0,737.0,0.243,0.0,35063.0,0,Medium,0.4038,1
A00819,57,Male,White,43106.0,578.0,0.499,4.3,27882.0,2,Low,0.587,0
A00820,25,Male,White,86715.0,718.0,0.259,6.8,2050.0,0,Low,0.2393,1
A00821,46,Male,White,51492.0,727.0,0.467,9.5,6052.0,1,Low,0.3429,1
A00822,26,Non-binary,Other,35483.0,795.0,0.464,2.9,37830.0,0,Medium,0.4017,1
A00823,36,Non-binary,Asian,73981.0,499.0,0.586,6.7,19098.0,0,Medium,0.4695,1
A00824,21,Male,Asian,15000.0,620.0,0.149,7.1,21301.0,1,Medium,0.4722,1
A00825,29,Non-binary,White,15000.0,520.0,0.557,0.0,23681.0,1,Low,0.5927,0
A00826,41,Female,Other,48676.0,604.0,0.417,1.0,32320.0,1,Low,0.5411,0
A00827,27,Male,Hispanic,48290.0,670.0,0.359,8.0,10171.0,1,Low,0.4511,1
A00828,63,Female,Asian,81086.0,733.0,0.33,6.2,13872.0,0,Medium,0.4011,1
A00829,35,Female,Black,85009.0,850.0,0.339,6.4,7946.0,0,High,0.3772,1
A00830,44,Male,White,52463.0,802.0,0.356,2.3,1000.0,1,High,0.3693,1
A00831,25,Male,Asian,49800.0,636.0,0.109,0.2,22100.0,0,High,0.4298,1
A00832,58,Male,Black,35592.0,745.0,0.387,7.9,9342.0,2,Low,0.483,1
A00833,49,Male,Other,52253.0,790.0,0.373,6.7,27626.0,0,Low,0.236,1
A00834,66,Male,White,15000.0,671.0,0.251,0.0,11933.0,0,Medium,0.3335,1
A00835,66,Female,Other,43715.0,674.0,0.355,5.6,4533.0,0,Medium,0.3883,1
A00836,31,Female,White,52980.0,659.0,0.515,13.1,28542.0,0,Low,0.4201,1
A00837,24,Male,White,35374.0,723.0,0.258,8.4,23229.0,0,Medium,0.2325,1
A00838,30,Male,Black,38908.0,717.0,0.179,2.4,16345.0,0,Medium,0.391,1
A00839,54,Female,Hispanic,47529.0,693.0,0.242,6.7,16906.0,2,High,0.6169,0
A00840,24,Male,Hispanic,54838.0,836.0,0.05,5.2,24008.0,0,High,0.3029,1
A00841,30,Female,Black,76571.0,770.0,0.619,12.6,35016.0,0,Low,0.4807,1
A00842,53,Non-binary,White,65660.0,534.0,0.225,1.5,22017.0,1,Low,0.5416,0
A00843,66,Non-binary,Black,77029.0,518.0,0.539,11.2,22698.0,1,Medium,0.6359,0
A00844,38,Female,White,69318.0,718.0,0.164,1.2,13430.0,0,Low,0.2559,1
A00845,32,Male,Hispanic,57868.0,671.0,0.257,7.3,15638.0,1,Low,0.4588,1
A00846,43,Male,White,110789.0,523.0,0.36,8.6,1000.0,0,High,0.4373,1
A00847,64,Female,White,37097.0,509.0,0.447,10.6,8568.0,2,Medium,0.6229,0
A00848,45,Non-binary,Other,32174.0,658.0,0.34,9.1,7349.0,1,Medium,0.346,1
A00849,57,Male,White,51185.0,703.0,0.119,0.0,7081.0,0,High,0.3774,1
A00850,24,Male,Black,53495.0,706.0,0.342,6.0,14181.0,1,Low,0.4944,1
A00851,33,Female,White,58449.0,625.0,0.539,8.0,15242.0,2,Medium,0.5757,0
A00852,38,Male,White,31142.0,630.0,0.399,10.3,7349.0,0,Medium,0.2643,1
A00853,49,Male,Black,103932.0,635.0,0.682,1.5,30585.0,0,High,0.6244,0
A00854,64,Female,White,46367.0,724.0,0.376,2.2,23990.0,0,Low,0.3875,1
A00855,50,Male,Black,30908.0,542.0,0.502,0.1,20063.0,0,Medium,0.4768,1
A00856,68,Male,Asian,61606.0,682.0,0.429,6.0,24455.0,1,High,0.4934,1
A00857,58,Female,Hispanic,82390.0,772.0,0.255,7.1,1000.0,0,Medium,0.3396,1
A00858,48,Female,Asian,95273.0,648.0,0.341,7.4,1000.0,0,Medium,0.262,1
A00859,27,Male,Black,15000.0,694.0,0.517,4.9,30182.0,1,High,0.5922,0
A00860,44,Male,Black,74182.0,717.0,0.298,5.5,41818.0,2,Low,0.5741,0
A00861,61,Female,Black,98923.0,621.0,0.41,5.6,18545.0,1,Low,0.5787,0
A00862,30,Female,Hispanic,40119.0,671.0,0.257,5.1,40504.0,0,Low,0.4465,1
A00863,57,Male,Black,49209.0,563.0,0.489,0.0,18012.0,0,Medium,0.5403,0
A00864,47,Male,White,31285.0,724.0,0.362,2.2,10914.0,0,Medium,0.3036,1
A00865,41,Female,White,41018.0,695.0,0.48,8.2,27803.0,0,Medium,0.3848,1
A00866,56,Female,White,28369.0,785.0,0.537,4.2,1000.0,0,Medium,0.3386,1
A00867,63,Female,White,78369.0,759.0,0.451,4.0,12126.0,1,High,0.5782,0
A00868,49,Female,White,52345.0,786.0,0.323,11.1,9724.0,0,Medium,0.2561,1
A00869,27,Female,Hispanic,15000.0,791.0,0.326,10.3,6002.0,0,High,0.3349,1
A00870,33,Male,White,39928.0,615.0,0.05,3.1,13016.0,0,High,0.3733,1
A00871,65,Female,Black,37734.0,723.0,0.414,12.0,20905.0,1,Medium,0.4743,1
A00872,43,Female,Hispanic,76387.0,741.0,0.507,5.2,31115.0,0,Low,0.4167,1
A00873,45,Female,White,53307.0,624.0,0.164,9.2,28415.0,0,Low,0.3473,1
A00874,61,Male,White,52639.0,791.0,0.327,5.9,2063.0,0,Medium,0.1933,1
A00875,65,Female,White,71073.0,670.0,0.323,3.4,40899.0,0,Medium,0.4061,1
A00876,33,Female,Black,81445.0,738.0,0.42,9.2,30464.0,1,Low,0.5043,0
A00877,57,Male,Hispanic,61689.0,779.0,0.372,2.4,18405.0,0,Low,0.3384,1
A00878,50,Female,Black,38649.0,719.0,0.213,5.4,31454.0,0,Medium,0.4634,1
A00879,46,Female,White,17375.0,843.0,0.592,6.0,8787.0,1,Medium,0.2925,1
A00880,32,Female,Black,91250.0,850.0,0.1,4.5,26446.0,0,Medium,0.3001,1
A00881,21,Male,Hispanic,139728.0,682.0,0.259,0.6,1000.0,0,Medium,0.3346,1
A00882,38,Male,White,58101.0,766.0,0.15,8.0,14928.0,0,Low,0.1729,1
A00883,41,Female,Hispanic,62910.0,850.0,0.403,9.7,31642.0,0,Medium,0.2985,1
A00884,44,Female,Hispanic,92605.0,624.0,0.42,6.7,13418.0,1,Medium,0.4613,1
A00885,37,Female,White,15000.0,429.0,0.332,3.0,13857.0,0,Medium,0.5289,0
A00886,62,Female,Black,78854.0,767.0,0.168,14.7,11959.0,0,Low,0.2954,1
A00887,29,Male,White,64394.0,645.0,0.21,5.1,16028.0,0,Medium,0.2709,1
A00888,60,Female,White,35771.0,572.0,0.484,5.0,7882.0,2,Medium,0.6011,0
A00889,48,Non-binary,White,41999.0,616.0,0.338,0.0,33820.0,1,Low,0.508,0
A00890,35,Female,White,22113.0,540.0,0.282,1.0,6009.0,2,Medium,0.563,0
A00891,33,Female,White,83127.0,833.0,0.246,10.6,21239.0,0,Low,0.2405,1
A00892,48,Female,Hispanic,29006.0,811.0,0.332,19.2,26456.0,1,Low,0.3619,1
A00893,37,Female,Asian,65301.0,659.0,0.435,11.1,10642.0,0,Medium,0.3553,1
A00894,29,Male,Hispanic,15000.0,667.0,0.313,1.8,3438.0,0,Low,0.4079,1
