case_id,age,gender,race,prior_offenses,charge_severity,employed,education_level,community_ties,ai_recidivism_score,ai_recommends_detention
J00837,53,Female,Hispanic,0,High,1,HS Diploma,1,0.4669,0
J00838,18,Female,Asian,2,Medium,0,HS Diploma,0,0.5896,1
J00839,32,Male,Other,1,Medium,0,HS Diploma,1,0.5194,0
J00840,30,Female,Hispanic,0,Low,0,HS Diploma,1,0.3613,0
J00841,48,Female,Hispanic,2,Low,1,Some College,0,0.4001,0
J00842,34,Male,Other,1,Medium,1,HS Diploma,1,0.3274,0
J00843,23,Male,White,1,Low,1,HS Diploma,0,0.321,0
J00844,41,Female,Black,0,Low,1,No HS,1,0.3122,0
J00845,30,Female,White,0,Medium,0,HS Diploma,1,0.3896,0
J00846,38,Male,Black,2,Low,0,HS Diploma,1,0.6047,1
J00847,41,Female,Asian,2,Medium,1,Some College,1,0.3431,0
J00848,39,Male,Other,2,Low,1,HS Diploma,1,0.3003,0
J00849,46,Male,Asian,0,Low,1,College+,0,0.2366,0
J00850,41,Male,White,0,Medium,1,College+,0,0.2513,0
J00851,61,Male,Hispanic,4,Medium,0,Some College,1,0.7323,1
J00852,29,Male,Hispanic,0,High,1,College+,1,0.3062,0
J00853,37,Male,Black,0,Low,0,College+,0,0.4889,0
J00854,59,Male,Hispanic,2,Low,1,HS Diploma,1,0.3719,0
J00855,51,Female,Asian,0,Low,1,College+,1,0.1542,0
J00856,32,Male,Other,0,Medium,0,College+,1,0.3145,0
J00857,21,Male,White,0,Medium,1,HS Diploma,1,0.2872,0
J00858,31,Male,White,0,Medium,1,College+,1,0.2094,0
J00859,18,Male,Asian,0,Medium,0,College+,0,0.383,0
J00860,50,Female,White,1,Medium,1,No HS,1,0.2816,0
J00861,64,Male,White,0,Medium,1,College+,0,0.2446,0
J00862,60,Male,White,0,Low,0,HS Diploma,0,0.4476,0
J00863,46,Female,Black,3,Low,0,College+,0,0.5967,1
J00864,27,Male,Black,3,Low,0,No HS,1,0.6823,1
J00865,53,Female,Hispanic,2,Low,1,No HS,1,0.4857,0
J00866,31,Male,Black,2,High,1,College+,0,0.6031,1
J00867,39,Male,Black,1,High,0,HS Diploma,0,0.816,1
J00868,50,Male,Other,0,Low,1,College+,0,0.1971,0
J00869,45,Male,Asian,0,Low,1,Some College,1,0.1412,0
J00870,24,Female,Hispanic,0,Low,1,College+,1,0.1115,0
J00871,53,Female,Black,4,High,1,Some College,0,0.7678,1
J00872,53,Female,Hispanic,1,High,0,College+,1,0.4738,0
J00873,58,Male,White,4,Medium,1,Some College,0,0.5893,1
J00874,51,Male,White,0,Medium,1,HS Diploma,1,0.2352,0
J00875,54,Male,Asian,1,Medium,1,College+,0,0.3859,0
J00876,23,Female,Black,2,Low,1,HS Diploma,1,0.4509,0
J00877,52,Female,White,0,Low,0,Some College,1,0.3113,0
J00878,44,Male,Hispanic,1,Medium,0,College+,1,0.4576,0
J00879,47,Male,Black,0,High,1,College+,1,0.334,0
J00880,49,Female,Black,0,Medium,0,College+,1,0.3802,0
J00881,36,Male,White,2,High,1,Some College,0,0.5904,1
J00882,39,Male,Hispanic,1,High,0,Some College,0,0.7085,1
J00883,38,Male,Black,3,Low,1,HS Diploma,1,0.5355,0
J00884,22,Male,White,0,Low,1,HS Diploma,0,0.2454,0
J00885,38,Male,White,0,Medium,1,No HS,1,0.3241,0
J00886,58,Male,White,0,Low,1,HS Diploma,1,0.1867,0
J00887,37,Male,White,2,Medium,1,College+,1,0.3265,0
J00888,55,Male,Hispanic,2,Low,0,College+,1,0.443,0
J00889,48,Female,Black,0,High,0,HS Diploma,0,0.6054,1
J00890,54,Male,Hispanic,2,High,1,HS Diploma,0,0.618,1
J00891,23,Male,Black,0,Low,1,No HS,0,0.5118,0
J00892,48,Male,Black,0,Medium,0,No HS,1,0.5124,0
J00893,64,Male,Hispanic,2,High,1,Some College,0,0.6116,1
J00894,60,Female,Hispanic,3,Low,1,College+,1,0.3277,0
J00895,41,Female,White,0,Medium,1,HS Diploma,1,0.2051,0
J00896,35,Male,Black,0,Medium,1,HS Diploma,1,0.4407,0
J00897,46,Male,Hispanic,2,Low,1,College+,1,0.3379,0
J00898,29,Male,Black,0,Low,1,Some College,0,0.3189,0
J00899,29,Female,White,2,Medium,0,No HS,0,0.6826,1
J00900,46,Female,White,1,Medium,0,No HS,1,0.5404,0
J00901,24,Male,White,1,Medium,1,Some College,1,0.3476,0
J00902,33,Male,Hispanic,1,Low,1,HS Diploma,0,0.4422,0
J00903,29,Female,Hispanic,1,Medium,1,HS Diploma,1,0.433,0
J00904,38,Male,Black,0,Medium,1,College+,1,0.243,0
J00905,21,Male,Black,0,Medium,1,HS Diploma,1,0.3436,0
J00906,59,Male,Black,1,High,0,HS Diploma,1,0.6874,1
J00907,34,Male,Black,1,Medium,1,HS Diploma,0,0.5441,0
J00908,45,Male,Black,1,Medium,1,HS Diploma,0,0.5037,0
J00909,48,Male,Black,0,Medium,1,Some College,1,0.3574,0
J00910,64,Female,Hispanic,1,High,1,HS Diploma,1,0.4833,0
J00911,25,Male,Asian,0,Low,1,Some College,0,0.2287,0
J00912,63,Male,White,0,Medium,1,No HS,1,0.3097,0
J00913,43,Female,White,4,Low,0,HS Diploma,0,0.7407,1
J00914,57,Female,Black,2,Medium,0,No HS,1,0.6518,1
J00915,63,Male,Black,1,Medium,1,Some College,1,0.3526,0
J00916,48,Male,Black,1,Medium,1,College+,1,0.3024,0
J00917,36,Male,Black,1,Low,1,Some College,0,0.3374,0
J00918,24,Male,Asian,3,Low,1,College+,0,0.418,0
J00919,22,Male,Black,2,Low,1,Some College,1,0.2875,0
J00920,30,Male,Black,0,High,1,Some College,0,0.4859,0
J00921,35,Male,Black,0,Low,0,College+,1,0.4423,0
J00922,35,Male,Hispanic,0,Low,1,No HS,1,0.2784,0
J00923,37,Male,White,0,Medium,0,Some College,0,0.5047,0
J00924,40,Male,White,1,Low,0,Some College,0,0.4833,0
J00925,53,Female,Black,0,Low,1,No HS,1,0.3572,0
J00926,57,Male,Other,0,Medium,1,No HS,0,0.3956,0
J00927,50,Male,Hispanic,0,Medium,1,Some College,1,0.2868,0
J00928,24,Female,Black,3,Low,1,HS Diploma,1,0.4543,0
J00929,57,Male,White,0,Low,0,HS Diploma,1,0.343,0
J00930,22,Male,Black,0,Low,1,Some College,0,0.295,0
J00931,49,Female,Hispanic,0,High,0,HS Diploma,1,0.5091,0
J00932,26,Female,Hispanic,0,Medium,1,Some College,1,0.1899,0
J00933,47,Male,Black,3,High,1,College+,0,0.6538,1
J00934,49,Male,Hispanic,0,High,1,Some College,0,0.4899,0
J00935,56,Male,Other,1,High,0,HS Diploma,0,0.7665,1
J00936,21,Male,Black,1,High,1,College+,1,0.4919,0
J00937,42,Male,Black,1,Low,0,HS Diploma,1,0.5151,0
J00938,39,Male,Black,1,Low,0,HS Diploma,0,0.5829,1
J00939,25,Male,Black,1,Medium,0,Some College,0,0.5803,1
J00940,19,Male,Black,2,Low,1,Some College,0,0.4337,0
J00941,54,Male,White,4,Medium,0,HS Diploma,1,0.7138,1
J00942,52,Male,Black,1,Low,0,Some College,1,0.5433,0
J00943,54,Male,White,1,High,1,HS Diploma,0,0.5669,1
J00944,39,Female,Asian,1,High,0,College+,1,0.4788,0
J00945,18,Male,White,2,Medium,1,College+,1,0.4256,0
J00946,56,Female,Other,1,Medium,1,Some College,1,0.2645,0
J00947,59,Male,Other,1,Medium,1,HS Diploma,0,0.4615,0
J00948,50,Female,Black,0,Medium,0,HS Diploma,0,0.6516,1
J00949,21,Male,White,4,Medium,0,No HS,0,0.9139,1
J00950,26,Male,White,2,Medium,0,Some College,1,0.5441,0
J00951,25,Female,White,0,Medium,0,Some College,1,0.2391,0
J00952,39,Female,White,0,High,0,College+,1,0.4531,0
J00953,59,Female,Black,3,Medium,0,HS Diploma,0,0.7376,1
J00954,38,Male,Hispanic,1,Medium,1,College+,1,0.251,0
J00955,58,Male,Black,0,Medium,0,Some College,1,0.4765,0
J00956,45,Male,Hispanic,0,Low,0,HS Diploma,1,0.4234,0
J00957,54,Female,Black,0,Medium,1,No HS,0,0.433,0
J00958,19,Male,White,0,High,0,Some College,1,0.4142,0
J00959,63,Male,White,1,Low,1,HS Diploma,1,0.1764,0
J00960,34,Male,Black,2,Low,1,College+,1,0.329,0
J00961,48,Male,White,1,High,0,No HS,1,0.6374,1
J00962,62,Male,Black,1,Medium,1,Some College,1,0.3337,0
J00963,30,Male,Black,1,Medium,1,College+,1,0.4303,0
J00964,62,Male,Hispanic,0,Low,1,College+,0,0.2413,0
J00965,35,Male,White,0,Medium,0,Some College,0,0.4516,0
J00966,41,Male,Hispanic,0,High,1,HS Diploma,0,0.5642,1
J00967,48,Female,Black,3,High,1,No HS,1,0.6628,1
J00968,50,Male,Hispanic,0,High,0,HS Diploma,0,0.7553,1
J00969,48,Male,White,0,High,0,Some College,1,0.5143,0
J00970,44,Male,Black,0,Low,1,Some College,1,0.2262,0
J00971,53,Female,White,4,Low,1,College+,1,0.4278,0
J00972,38,Male,Black,2,Medium,0,Some College,1,0.6731,1
J00973,22,Male,Asian,2,Medium,0,HS Diploma,1,0.5476,0
J00974,28,Male,White,0,Medium,0,Some College,1,0.3359,0
J00975,51,Male,White,0,High,1,College+,0,0.3675,0
J00976,51,Male,White,0,High,0,No HS,0,0.6958,1
J00977,20,Male,White,2,High,1,Some College,0,0.554,1
J00978,23,Female,White,0,Medium,1,HS Diploma,0,0.3125,0
J00979,37,Male,Hispanic,3,Low,0,HS Diploma,1,0.6043,1
J00980,21,Male,White,1,Medium,0,HS Diploma,0,0.5635,1
J00981,54,Female,White,2,Medium,1,No HS,1,0.447,0
J00982,56,Female,Black,1,Medium,0,College+,0,0.5389,0
J00983,24,Male,Black,3,Low,1,HS Diploma,1,0.5651,1
J00984,34,Male,White,0,High,0,College+,1,0.4333,0
J00985,55,Female,Other,1,Low,1,College+,0,0.2024,0
J00986,53,Male,Black,0,High,1,College+,1,0.3775,0
J00987,51,Female,Black,1,High,0,No HS,1,0.728,1
J00988,23,Male,Hispanic,4,High,1,HS Diploma,1,0.7203,1
J00989,56,Male,Asian,0,High,1,HS Diploma,1,0.3338,0
J00990,19,Male,White,1,Low,0,College+,1,0.2941,0
J00991,35,Female,White,1,Medium,1,No HS,0,0.4721,0
J00992,59,Female,Hispanic,3,High,1,Some College,0,0.6857,1
J00993,44,Male,Hispanic,0,Low,0,HS Diploma,0,0.5419,0
J00994,56,Male,White,1,Low,1,College+,1,0.1439,0
J00995,58,Male,White,4,Medium,1,College+,0,0.5885,1
J00996,36,Female,Black,2,Medium,1,HS Diploma,0,0.5311,0
J00997,49,Male,Hispanic,2,High,1,HS Diploma,1,0.5814,1
J00998,41,Male,Black,2,Medium,0,HS Diploma,0,0.698,1
J00999,51,Female,Hispanic,1,Low,1,College+,1,0.2544,0
J01000,42,Male,White,1,Medium,0,No HS,0,0.5676,1
J01001,41,Male,White,0,Medium,1,No HS,0,0.3849,0
J01002,42,Male,White,1,Medium,0,Some College,0,0.5567,1
J01003,29,Male,Other,0,High,1,No HS,0,0.4879,0
J01004,47,Male,Hispanic,0,Medium,0,Some College,1,0.3991,0
J01005,23,Male,Hispanic,0,Medium,0,No HS,1,0.5615,1
J01006,47,Male,White,0,Medium,0,College+,1,0.2208,0
J01007,50,Male,Hispanic,2,High,0,Some College,1,0.6099,1
J01008,32,Female,Hispanic,0,Medium,0,HS Diploma,1,0.3887,0
J01009,46,Female,Hispanic,2,Low,0,Some College,0,0.5232,0
J01010,31,Male,Hispanic,2,High,1,College+,0,0.6266,1
J01011,42,Male,Black,1,Medium,0,College+,1,0.5177,0
J01012,62,Female,Hispanic,1,Low,1,Some College,0,0.35,0
J01013,22,Male,Black,1,Low,1,College+,1,0.3244,0
J01014,19,Female,Black,1,Low,0,Some College,1,0.3005,0
J01015,64,Male,Other,0,High,1,Some College,1,0.3273,0
J01016,33,Male,White,1,Low,1,Some College,1,0.2958,0
J01017,56,Male,Hispanic,1,High,1,HS Diploma,1,0.5129,0
J01018,55,Male,White,0,Low,1,HS Diploma,1,0.1486,0
J01019,34,Male,Black,0,Low,0,HS Diploma,1,0.4555,0
J01020,48,Male,White,1,Medium,0,Some College,0,0.5505,1
J01021,18,Female,Black,3,Low,1,Some College,1,0.4282,0
J01022,23,Female,Hispanic,4,High,0,HS Diploma,0,0.8992,1
J01023,48,Female,White,2,Medium,0,HS Diploma,0,0.6849,1
J01024,23,Male,Hispanic,2,Medium,1,HS Diploma,1,0.5334,0
J01025,53,Male,Black,1,High,1,HS Diploma,0,0.6231,1
J01026,25,Male,Asian,1,Medium,0,HS Diploma,1,0.4724,0
J01027,46,Male,Black,0,Medium,1,Some College,1,0.3498,0
J01028,26,Male,White,2,High,1,College+,0,0.4891,0
J01029,39,Male,Asian,0,Medium,1,HS Diploma,1,0.2315,0
J01030,27,Male,Asian,1,Medium,1,Some College,0,0.4271,0
J01031,41,Male,White,2,Medium,0,HS Diploma,1,0.5626,1
J01032,57,Male,Other,4,Low,0,College+,0,0.7122,1
J01033,19,Male,Black,1,Low,1,College+,0,0.3393,0
J01034,37,Female,Asian,0,Medium,0,College+,1,0.2528,0
J01035,34,Male,White,1,Low,1,Some College,1,0.2513,0
J01036,50,Male,White,1,Low,1,HS Diploma,0,0.3056,0
J01037,31,Male,Hispanic,4,Low,1,Some College,1,0.5387,0
J01038,49,Male,Asian,2,Medium,0,No HS,1,0.6268,1
J01039,54,Male,White,0,Medium,1,College+,1,0.1481,0
J01040,41,Male,Black,0,High,1,HS Diploma,1,0.4088,0
J01041,58,Male,Hispanic,2,Medium,1,College+,1,0.3719,0
J01042,37,Male,Black,4,Medium,0,HS Diploma,1,0.7462,1
J01043,23,Male,Hispanic,0,Low,1,Some College,1,0.293,0
J01044,50,Female,Black,1,High,0,Some College,0,0.6979,1
J01045,45,Male,Hispanic,0,Medium,1,HS Diploma,1,0.3349,0
J01046,28,Male,Asian,0,High,0,HS Diploma,1,0.4612,0
J01047,53,Male,Black,2,High,1,College+,1,0.4885,0
J01048,37,Male,Hispanic,2,Medium,1,No HS,0,0.6672,1
J01049,23,Male,Hispanic,0,Low,0,College+,0,0.374,0
J01050,25,Female,Black,0,High,1,College+,0,0.4118,0
J01051,36,Male,Black,4,Medium,1,Some College,1,0.6267,1
J01052,32,Female,Asian,1,Medium,0,Some College,1,0.3922,0
J01053,39,Male,White,2,Medium,1,College+,1,0.3083,0
J01054,19,Male,White,0,Medium,1,HS Diploma,0,0.3127,0
J01055,45,Female,Other,1,Low,0,College+,0,0.4283,0
J01056,53,Male,White,1,High,1,HS Diploma,1,0.4932,0
J01057,53,Female,Hispanic,2,High,0,HS Diploma,0,0.866,1
J01058,61,Male,White,0,High,0,College+,0,0.5239,0
J01059,35,Male,Black,1,Medium,1,No HS,0,0.6044,1
J01060,29,Male,Black,2,Medium,0,HS Diploma,0,0.7972,1
J01061,36,Female,White,2,Medium,1,HS Diploma,1,0.3794,0
J01062,43,Female,Hispanic,1,Low,1,HS Diploma,0,0.4255,0
J01063,42,Female,Other,1,Low,1,HS Diploma,1,0.2444,0
J01064,45,Male,Asian,0,High,0,HS Diploma,1,0.5422,0
J01065,32,Male,Other,1,High,1,HS Diploma,1,0.4055,0
J01066,27,Male,Hispanic,2,Low,0,No HS,0,0.6369,1
J01067,56,Male,White,3,Low,1,Some College,1,0.4033,0
J01068,51,Male,Black,0,High,0,No HS,1,0.6629,1
J01069,30,Male,Black,4,Low,1,No HS,0,0.7387,1
J01070,33,Male,White,0,High,1,Some College,0,0.3523,0
J01071,57,Female,Hispanic,0,Medium,0,Some College,1,0.4488,0
J01072,48,Female,Hispanic,0,High,0,Some College,0,0.5786,1
J01073,18,Female,Black,4,Medium,1,No HS,1,0.5857,1
J01074,64,Male,White,1,Medium,1,No HS,1,0.4794,0
J01075,40,Male,White,0,Low,1,HS Diploma,1,0.1842,0
J01076,31,Male,Other,0,Low,0,Some College,0,0.4213,0
J01077,56,Male,Hispanic,4,High,0,College+,1,0.9119,1
J01078,47,Male,Hispanic,3,Low,0,Some College,1,0.5635,1
J01079,59,Female,Asian,0,Low,0,HS Diploma,1,0.3016,0
J01080,37,Female,White,0,Low,0,College+,1,0.1932,0
J01081,42,Male,Hispanic,2,Low,0,Some College,0,0.6586,1
J01082,28,Male,Black,3,Medium,1,Some College,1,0.4869,0
J01083,43,Male,Asian,2,High,1,College+,1,0.4892,0
J01084,38,Female,Hispanic,3,Low,1,College+,1,0.3919,0
J01085,22,Male,Hispanic,1,High,1,HS Diploma,0,0.565,1
J01086,24,Male,White,2,Low,1,Some College,1,0.2911,0
J01087,29,Male,White,3,High,0,HS Diploma,1,0.8105,1
J01088,19,Male,White,3,Medium,1,HS Diploma,0,0.5078,0
J01089,56,Female,Hispanic,1,High,1,HS Diploma,1,0.4617,0
J01090,38,Male,Black,2,Low,0,HS Diploma,1,0.5629,1
J01091,49,Male,Hispanic,2,High,1,Some College,0,0.614,1
J01092,22,Female,White,2,Low,1,HS Diploma,1,0.2017,0
J01093,44,Male,Hispanic,0,Low,1,HS Diploma,1,0.2469,0
J01094,48,Female,Hispanic,0,Medium,1,HS Diploma,0,0.3078,0
J01095,29,Female,Black,1,Low,0,No HS,1,0.5352,0
J01096,53,Male,White,2,High,1,College+,1,0.4485,0
J01097,38,Male,White,0,Medium,1,College+,1,0.246,0
J01098,36,Female,Black,1,Low,1,College+,0,0.3909,0
J01099,20,Male,Black,0,Low,0,Some College,0,0.488,0
J01100,34,Male,Hispanic,2,Low,1,Some College,1,0.3986,0
J01101,47,Female,White,0,Medium,1,College+,0,0.2901,0
J01102,53,Male,White,2,High,1,No HS,1,0.5799,1
J01103,26,Male,Hispanic,1,High,0,HS Diploma,0,0.7337,1
J01104,51,Female,Black,3,Medium,1,No HS,1,0.6619,1
J01105,46,Female,White,3,Low,0,No HS,1,0.5921,1
J01106,27,Male,Hispanic,2,High,1,Some College,1,0.4578,0
J01107,26,Female,Hispanic,1,High,1,College+,1,0.3943,0
J01108,57,Male,Hispanic,0,Low,1,No HS,1,0.2799,0
J01109,28,Male,White,0,Medium,0,No HS,1,0.5696,1
J01110,36,Male,White,1,Low,1,HS Diploma,1,0.2296,0
J01111,39,Male,Hispanic,2,High,1,College+,0,0.5785,1
J01112,39,Male,White,1,Low,1,College+,1,0.2247,0
J01113,64,Male,Black,1,Medium,0,Some College,1,0.6583,1
J01114,33,Male,Hispanic,1,Medium,1,College+,0,0.414,0
J01115,34,Female,Black,2,Low,1,HS Diploma,1,0.351,0
J01116,57,Male,Hispanic,0,Low,1,HS Diploma,0,0.312,0
J01117,24,Female,Black,1,High,0,HS Diploma,1,0.5727,1
J01118,48,Male,White,1,Low,1,College+,1,0.1923,0
J01119,21,Female,Black,1,Medium,0,Some College,1,0.5145,0
J01120,46,Male,Hispanic,1,Medium,1,HS Diploma,1,0.3444,0
J01121,24,Male,White,0,Medium,0,No HS,1,0.4627,0
J01122,60,Male,Other,1,Low,0,HS Diploma,1,0.4012,0
J01123,47,Male,White,1,Low,1,HS Diploma,1,0.2369,0
J01124,20,Female,White,2,Medium,0,Some College,0,0.6099,1
J01125,42,Male,Hispanic,2,Low,1,College+,1,0.2972,0
J01126,51,Male,Asian,0,Medium,1,College+,0,0.3442,0
J01127,50,Male,White,1,Medium,1,No HS,0,0.432,0
J01128,48,Male,White,1,Medium,1,Some College,0,0.3942,0
J01129,41,Male,White,1,Medium,1,No HS,0,0.4214,0
J01130,55,Female,Black,1,Medium,0,HS Diploma,1,0.5629,1
J01131,63,Male,Black,0,High,0,Some College,1,0.555,1
J01132,21,Male,Black,0,High,0,College+,1,0.516,0
J01133,27,Male,White,1,Low,0,HS Diploma,1,0.3924,0
J01134,42,Male,White,2,Medium,0,College+,0,0.6285,1
J01135,54,Male,White,0,Medium,0,Some College,1,0.4177,0
J01136,60,Female,Hispanic,1,Medium,0,Some College,1,0.4854,0
J01137,18,Male,Black,4,Low,0,No HS,1,0.773,1
J01138,34,Male,Black,2,Low,1,HS Diploma,0,0.5377,0
J01139,63,Male,Black,1,Medium,0,HS Diploma,0,0.6913,1
J01140,24,Female,Hispanic,0,Low,0,Some College,1,0.3107,0
J01141,31,Male,Asian,0,High,0,Some College,1,0.5716,1
J01142,18,Female,Hispanic,0,High,0,No HS,1,0.5668,1
J01143,23,Male,Hispanic,3,Low,1,Some College,0,0.5345,0
J01144,56,Male,Black,1,Medium,1,HS Diploma,0,0.5122,0
J01145,60,Male,Hispanic,2,Medium,0,College+,0,0.7171,1
J01146,27,Male,Asian,3,High,0,College+,1,0.6332,1
J01147,38,Male,Black,1,High,0,HS Diploma,0,0.8176,1
J01148,20,Male,White,0,Low,1,College+,0,0.1753,0
J01149,36,Male,Hispanic,1,Medium,0,Some College,1,0.5147,0
J01150,45,Male,Hispanic,2,High,0,College+,0,0.8277,1
J01151,19,Male,Asian,0,High,1,Some College,1,0.2659,0
J01152,44,Male,White,3,Medium,0,HS Diploma,1,0.6029,1
J01153,61,Male,Other,4,Low,0,HS Diploma,0,0.837,1
J01154,49,Male,Black,1,Medium,1,HS Diploma,0,0.5743,1
J01155,29,Female,Other,1,Medium,1,College+,0,0.2437,0
J01156,18,Male,Hispanic,1,Medium,1,No HS,1,0.438,0
J01157,63,Male,Hispanic,1,Low,1,HS Diploma,1,0.3106,0
J01158,60,Female,White,0,Low,0,HS Diploma,1,0.3289,0
J01159,57,Male,White,0,Medium,1,College+,1,0.2113,0
J01160,46,Female,Black,0,Medium,0,College+,0,0.4962,0
J01161,26,Male,White,0,Medium,1,Some College,1,0.1732,0
J01162,35,Male,Other,0,Medium,1,HS Diploma,1,0.3217,0
J01163,62,Male,Black,4,High,0,Some College,1,0.8964,1
J01164,53,Male,White,1,Low,1,College+,0,0.267,0
J01165,33,Male,Black,0,Medium,0,No HS,1,0.6679,1
J01166,52,Male,Black,2,Medium,0,College+,1,0.5639,1
J01167,53,Male,White,1,High,1,HS Diploma,1,0.4734,0
J01168,21,Male,White,0,Medium,1,No HS,0,0.5202,0
J01169,57,Female,White,3,Low,1,Some College,1,0.3353,0
J01170,60,Male,Black,0,Low,1,College+,1,0.1768,0
J01171,52,Male,White,0,Low,1,HS Diploma,1,0.2206,0
J01172,36,Male,White,0,Medium,0,Some College,0,0.4797,0
J01173,23,Male,Hispanic,3,Low,1,College+,1,0.4481,0
J01174,48,Male,White,2,Low,0,Some College,0,0.5825,1
J01175,44,Female,Hispanic,3,Low,0,No HS,1,0.6854,1
J01176,20,Female,Black,3,Medium,1,Some College,0,0.5659,1
J01177,53,Female,Hispanic,0,High,1,College+,0,0.4434,0
J01178,53,Male,White,2,High,1,Some College,1,0.4275,0
J01179,19,Male,Hispanic,1,Medium,1,HS Diploma,1,0.4261,0
J01180,54,Male,White,4,Medium,1,Some College,1,0.5514,1
J01181,32,Male,White,2,Medium,0,College+,0,0.4939,0
J01182,54,Female,Hispanic,2,Medium,1,HS Diploma,0,0.5818,1
J01183,40,Male,Hispanic,2,Medium,0,College+,1,0.5408,0
J01184,61,Male,White,1,Medium,0,No HS,1,0.5268,0
J01185,64,Male,Black,1,High,0,No HS,1,0.7366,1
J01186,23,Male,Black,4,High,0,HS Diploma,0,0.949,1
J01187,50,Male,White,3,High,0,No HS,1,0.8665,1
J01188,22,Male,Hispanic,1,High,1,HS Diploma,1,0.5314,0
J01189,38,Male,Asian,0,Medium,1,Some College,1,0.3089,0
J01190,45,Male,Black,1,Low,0,HS Diploma,1,0.498,0
J01191,38,Male,White,2,High,1,HS Diploma,1,0.5015,0
J01192,41,Male,Black,1,Medium,0,College+,1,0.5389,0
J01193,45,Male,Asian,1,Medium,0,No HS,0,0.6934,1
J01194,28,Male,Black,0,Medium,1,College+,1,0.3265,0
J01195,39,Male,White,1,Medium,1,Some College,1,0.3446,0
J01196,63,Male,Black,4,Medium,0,No HS,0,1.0,1
J01197,63,Male,White,0,Medium,0,No HS,1,0.5074,0
J01198,51,Male,White,4,Low,1,No HS,1,0.573,1
J01199,54,Male,Asian,0,Low,0,College+,0,0.4248,0
J01200,58,Male,Hispanic,0,Low,1,No HS,0,0.3648,0
J01201,34,Male,Asian,0,Low,1,Some College,0,0.2829,0
J01202,32,Female,Hispanic,2,High,1,HS Diploma,1,0.5027,0
J01203,46,Male,Black,0,Low,1,HS Diploma,1,0.2928,0
J01204,51,Female,Black,2,Medium,0,Some College,1,0.5936,1
J01205,58,Female,White,1,Low,0,HS Diploma,1,0.3305,0
J01206,60,Male,Black,2,Medium,1,HS Diploma,0,0.6039,1
J01207,39,Male,White,2,High,1,HS Diploma,1,0.523,0
J01208,44,Male,Black,0,Low,0,HS Diploma,1,0.4395,0
J01209,55,Male,Black,0,Medium,0,No HS,1,0.5973,1
J01210,32,Female,White,0,Low,1,College+,1,0.0882,0
J01211,38,Female,Asian,0,Low,1,Some College,0,0.2202,0
J01212,21,Female,Black,0,Low,1,No HS,0,0.4007,0
J01213,64,Male,White,1,Medium,0,HS Diploma,0,0.5775,1
J01214,35,Male,White,0,Medium,0,Some College,0,0.4875,0
J01215,24,Female,White,0,Medium,1,College+,0,0.1981,0
J01216,33,Male,Other,3,Medium,1,No HS,1,0.5361,0
J01217,52,Male,White,2,High,0,HS Diploma,1,0.6652,1
J01218,29,Female,White,1,Low,1,Some College,0,0.2233,0
J01219,24,Male,White,1,High,1,HS Diploma,0,0.5688,1
J01220,58,Female,White,1,Medium,1,HS Diploma,1,0.2902,0
J01221,27,Male,Black,1,High,1,HS Diploma,1,0.5257,0
J01222,18,Female,White,3,Medium,0,College+,0,0.627,1
J01223,29,Male,White,0,Medium,1,HS Diploma,1,0.2195,0
J01224,44,Male,Other,0,Medium,1,HS Diploma,0,0.3689,0
J01225,45,Female,Black,0,Low,0,Some College,1,0.3299,0
J01226,35,Female,White,0,Low,0,HS Diploma,1,0.3343,0
J01227,18,Male,Black,0,Medium,0,College+,0,0.554,1
J01228,40,Male,White,0,Medium,0,College+,0,0.4013,0
J01229,56,Female,Other,1,Medium,1,Some College,1,0.2565,0
J01230,34,Male,Black,0,Low,1,Some College,0,0.2922,0
J01231,62,Male,White,0,Medium,1,Some College,1,0.1938,0
J01232,59,Male,Black,1,Low,1,HS Diploma,1,0.3618,0
J01233,63,Male,White,0,Medium,1,Some College,0,0.3576,0
J01234,18,Male,Black,2,Low,0,HS Diploma,1,0.5698,1
J01235,55,Male,Hispanic,1,High,0,College+,1,0.5551,1
J01236,21,Male,White,0,Medium,1,Some College,0,0.3547,0
J01237,32,Male,Black,0,High,0,Some College,0,0.6824,1
J01238,38,Female,White,1,Low,1,College+,1,0.0876,0
J01239,38,Female,Black,0,Low,1,College+,1,0.152,0
J01240,39,Male,White,0,Low,0,College+,1,0.2479,0
J01241,61,Male,White,0,Low,1,Some College,1,0.1317,0
J01242,31,Male,Hispanic,1,High,1,No HS,0,0.6391,1
J01243,52,Male,White,0,High,1,Some College,0,0.4474,0
J01244,21,Female,Hispanic,0,Medium,0,HS Diploma,1,0.3849,0
J01245,52,Female,Black,4,Low,0,College+,1,0.6553,1
J01246,49,Male,White,3,Low,0,Some College,0,0.6235,1
J01247,45,Female,White,1,Medium,0,HS Diploma,1,0.4497,0
J01248,29,Male,Hispanic,2,Medium,1,HS Diploma,0,0.6444,1
J01249,47,Male,Hispanic,1,Medium,0,Some College,0,0.6456,1
J01250,26,Male,Hispanic,0,Medium,0,HS Diploma,1,0.4544,0
J01251,36,Female,Hispanic,1,High,0,HS Diploma,1,0.6194,1
J01252,33,Male,White,0,Low,0,HS Diploma,0,0.4182,0
J01253,47,Male,White,1,High,0,College+,0,0.6134,1
J01254,18,Male,Black,0,Low,1,HS Diploma,0,0.3399,0
